"ï..Date","Price","Open","High","Low","Vol.","Change.."
"Oct 13, 2021",34378.6,34372.71,34449,34116.52,"300.31M","0.00%"
"Oct 12, 2021",34378.08,34507.15,34611.24,34320.1,"304.92M","-0.34%"
"Oct 11, 2021",34496.85,34760.93,34951.04,34486.51,"241.47M","-0.72%"
"Oct 08, 2021",34746.71,34757.57,34842.03,34663.82,"223.79M","-0.02%"
"Oct 07, 2021",34754.15,34615.71,34973.53,34615.71,"262.07M","0.98%"
"Oct 06, 2021",34417.98,34198.96,34431.78,33855.34,"309.71M","0.30%"
"Oct 05, 2021",34315.99,34035.25,34490.95,34035.25,"297.56M","0.92%"
"Oct 04, 2021",34003.58,34277.7,34408.53,33822.68,"380.92M","-0.94%"
"Oct 01, 2021",34327.45,33930.7,34490.19,33785.54,"412.09M","1.43%"
"Sep 30, 2021",33843.33,34467.98,34557.37,33833.32,"337.44M","-1.59%"
"Sep 29, 2021",34390.92,34360.08,34579.87,34309.22,"280.49M","0.27%"
"Sep 28, 2021",34299.53,34747.7,34795.26,34254.65,"369.06M","-1.64%"
"Sep 27, 2021",34870.16,34809.77,35060.25,34809.77,"276.79M","0.21%"
"Sep 24, 2021",34797.6,34729.47,34856.92,34650.68,"246.30M","0.09%"
"Sep 23, 2021",34766,34296.3,34879.78,34296.3,"273.45M","1.48%"
"Sep 22, 2021",34258.51,34006.87,34439.59,34006.87,"285.49M","0.99%"
"Sep 21, 2021",33922.54,34125.88,34312.14,33918.58,"292.77M","-0.14%"
"Sep 20, 2021",33970.8,34154.34,34226.47,33614.43,"405.24M","-1.78%"
"Sep 17, 2021",34584.88,34737.86,34779.86,34519.63,"577.97M","-0.48%"
"Sep 16, 2021",34751.32,34810.27,34943.55,34540.11,"279.31M","-0.18%"
"Sep 15, 2021",34814.39,34580.95,34880.77,34522.03,"324.98M","0.68%"
"Sep 14, 2021",34577.57,34906.9,34990.36,34510.3,"329.18M","-0.84%"
"Sep 13, 2021",34869.63,34665.5,34939.1,34665.5,"334.19M","0.76%"
"Sep 10, 2021",34607.72,34949.59,35104.25,34599.61,"333.23M","-0.78%"
"Sep 09, 2021",34879.38,35013.08,35199.89,34847.3,"262.38M","-0.43%"
"Sep 08, 2021",35031.07,35087.45,35175.15,34925.61,"261.88M","-0.20%"
"Sep 07, 2021",35100,35373.24,35373.24,35060.9,"290.73M","-0.76%"
"Sep 03, 2021",35369.09,35401.73,35422.71,35269.4,"223.39M","-0.21%"
"Sep 02, 2021",35443.82,35353.06,35475.4,35348.48,"265.18M","0.37%"
"Sep 01, 2021",35312.53,35387.55,35407.37,35287.05,"266.57M","-0.14%"
"Aug 31, 2021",35360.73,35391.38,35449.79,35289.86,"337.24M","-0.11%"
"Aug 30, 2021",35399.84,35471.8,35510.71,35374.46,"246.81M","-0.16%"
"Aug 27, 2021",35455.8,35231.11,35479.18,35231.11,"242.14M","0.69%"
"Aug 26, 2021",35213.12,35449.68,35498.45,35205.1,"239.93M","-0.54%"
"Aug 25, 2021",35405.5,35388.77,35501.14,35287.63,"239.71M","0.11%"
"Aug 24, 2021",35366.26,35382.72,35445.47,35356.18,"230.48M","0.09%"
"Aug 23, 2021",35335.71,35160.97,35428.91,35160.97,"250.96M","0.61%"
"Aug 20, 2021",35120.08,34917.96,35177.26,34867.07,"269.55M","0.65%"
"Aug 19, 2021",34894.12,34874.67,34997.81,34690.25,"335.05M","-0.19%"
"Aug 18, 2021",34960.69,35310.2,35356.8,34943.41,"291.06M","-1.08%"
"Aug 17, 2021",35343.28,35500.01,35500.01,35120.31,"310.15M","-0.79%"
"Aug 16, 2021",35625.4,35490.83,35631.19,35231.87,"294.01M","0.31%"
"Aug 13, 2021",35515.38,35551.56,35610.57,35474.78,"238.68M","0.04%"
"Aug 12, 2021",35499.85,35481.94,35510.77,35352.53,"236.16M","0.04%"
"Aug 11, 2021",35484.97,35300.89,35501.16,35300.89,"233.04M","0.62%"
"Aug 10, 2021",35264.67,35135.17,35285.16,35091.91,"255.24M","0.46%"
"Aug 09, 2021",35101.85,35229.67,35229.67,35041.24,"207.85M","-0.30%"
"Aug 06, 2021",35208.51,35077.44,35246.79,35077.44,"231.57M","0.41%"
"Aug 05, 2021",35064.25,34815.61,35067.54,34815.61,"217.39M","0.78%"
"Aug 04, 2021",34792.67,35047.44,35047.44,34790.62,"245.30M","-0.92%"
"Aug 03, 2021",35116.4,34864.1,35120.94,34714.33,"259.82M","0.80%"
"Aug 02, 2021",34838.16,34968.56,35192.11,34808.2,"244.89M","-0.28%"
"Jul 30, 2021",34935.47,35013.26,35106.3,34871.13,"281.14M","-0.42%"
"Jul 29, 2021",35084.53,34985.99,35171.52,34985.99,"223.67M","0.44%"
"Jul 28, 2021",34930.93,35109.95,35116.37,34876.84,"347.17M","-0.36%"
"Jul 27, 2021",35058.52,35078.9,35078.9,34878.07,"335.25M","-0.24%"
"Jul 26, 2021",35144.31,35055.86,35150.37,34950.19,"264.80M","0.24%"
"Jul 23, 2021",35061.55,34855.11,35095.33,34855.11,"315.06M","0.68%"
"Jul 22, 2021",34823.35,34799.68,34879.28,34673.03,"294.65M","0.07%"
"Jul 21, 2021",34798,34556.96,34820.24,34556.96,"327.19M","0.83%"
"Jul 20, 2021",34511.99,33981.79,34621.79,33981.79,"388.08M","1.62%"
"Jul 19, 2021",33962.04,34528.48,34528.48,33741.76,"450.16M","-2.09%"
"Jul 16, 2021",34687.85,35007.94,35090.01,34647.82,"328.98M","-0.86%"
"Jul 15, 2021",34987.02,34924.81,34990.41,34762.87,"320.45M","0.15%"
"Jul 14, 2021",34933.23,34920.83,35069.18,34826.87,"348.66M","0.13%"
"Jul 13, 2021",34888.79,34959.96,35018.79,34876.89,"323.68M","-0.31%"
"Jul 12, 2021",34996.18,34836.75,35014.9,34730.15,"302.28M","0.36%"
"Jul 09, 2021",34870.16,34457.51,34893.72,34457.51,"301.75M","1.30%"
"Jul 08, 2021",34421.93,34569.01,34569.01,34145.59,"335.76M","-0.75%"
"Jul 07, 2021",34681.79,34604.17,34708.78,34435.59,"305.38M","0.30%"
"Jul 06, 2021",34577.37,34790.16,34814.2,34358.42,"348.43M","-0.60%"
"Jul 02, 2021",34786.35,34642.42,34821.93,34613.49,"303.06M","0.44%"
"Jul 01, 2021",34633.53,34507.32,34640.28,34498.85,"269.31M","0.38%"
"Jun 30, 2021",34502.51,34290.74,34553.16,34245.48,"298.63M","0.61%"
"Jun 29, 2021",34292.29,34338.89,34469.83,34266.83,"288.65M","0.03%"
"Jun 28, 2021",34283.27,34428.1,34449.65,34186.13,"281.29M","-0.44%"
"Jun 25, 2021",34433.84,34328.1,34501.02,34314.8,"456.03M","0.69%"
"Jun 24, 2021",34196.82,33933.91,34233.02,33933.91,"279.38M","0.95%"
"Jun 23, 2021",33874.24,33948.54,34009.4,33869.83,"257.05M","-0.21%"
"Jun 22, 2021",33945.58,33872.56,34040.7,33751.06,"285.33M","0.20%"
"Jun 21, 2021",33876.97,33312.07,33908.09,33312.07,"324.44M","1.76%"
"Jun 18, 2021",33290.08,33622.7,33622.7,33271.93,"569.38M","-1.58%"
"Jun 17, 2021",33823.45,34014.38,34091.79,33626.61,"355.92M","-0.62%"
"Jun 16, 2021",34033.67,34308.48,34333.25,33917.11,"348.03M","-0.77%"
"Jun 15, 2021",34299.33,34397.1,34420.38,34199.16,"274.13M","-0.27%"
"Jun 14, 2021",34393.75,34472.52,34472.52,34211.54,"302.55M","-0.25%"
"Jun 11, 2021",34479.6,34499.81,34618.09,34328.65,"262.62M","0.04%"
"Jun 10, 2021",34466.24,34502.51,34737.79,34447.25,"310.88M","0.06%"
"Jun 09, 2021",34447.14,34626.16,34654.67,34439.37,"246.54M","-0.44%"
"Jun 08, 2021",34599.82,34645.84,34665.38,34452.94,"296.09M","-0.09%"
"Jun 07, 2021",34630.24,34766.2,34820.91,34574.51,"259.44M","-0.36%"
"Jun 04, 2021",34756.39,34618.69,34772.12,34618.69,"271.56M","0.52%"
"Jun 03, 2021",34577.04,34550.31,34667.41,34334.41,"299.74M","-0.07%"
"Jun 02, 2021",34600.38,34614.62,34706.65,34545.96,"265.16M","0.07%"
"Jun 01, 2021",34575.31,34584.19,34849.32,34542.87,"294.79M","0.13%"
"May 28, 2021",34529.45,34558.5,34631.11,34520.09,"290.85M","0.19%"
"May 27, 2021",34464.64,34432.47,34608.82,34389.24,"520.63M","0.41%"
"May 26, 2021",34323.05,34336.34,34409.59,34271.44,"259.81M","0.03%"
"May 25, 2021",34312.46,34428.66,34511.35,34266.03,"289.95M","-0.24%"
"May 24, 2021",34393.98,34253.87,34472.51,34253.87,"251.81M","0.54%"
"May 21, 2021",34207.84,34121.91,34415.48,34121.91,"308.84M","0.36%"
"May 20, 2021",34084.15,33906.3,34233.4,33872.41,"324.40M","0.55%"
"May 19, 2021",33896.04,33945.81,33945.81,33473.8,"354.00M","-0.48%"
"May 18, 2021",34060.66,34351.18,34408.99,34044.1,"301.78M","-0.78%"
"May 17, 2021",34327.79,34375.29,34383.84,34176.65,"293.36M","-0.16%"
"May 14, 2021",34382.13,34050.86,34454.05,34050.86,"307.38M","1.06%"
"May 13, 2021",34021.45,33624.74,34181.77,33623.49,"352.81M","1.29%"
"May 12, 2021",33587.66,34206.4,34207.87,33555.22,"383.58M","-1.99%"
"May 11, 2021",34269.16,34572.74,34572.74,34075.31,"413.18M","-1.36%"
"May 10, 2021",34742.82,34785.27,35091.56,34741.57,"370.04M","-0.10%"
"May 07, 2021",34777.76,34578.27,34811.39,34464.31,"311.63M","0.66%"
"May 06, 2021",34548.53,34245.11,34561.29,34185.06,"317.12M","0.93%"
"May 05, 2021",34230.34,34163.99,34331.2,34039.66,"255.81M","0.29%"
"May 04, 2021",34133.03,34080.2,34147.78,33765.68,"410.17M","0.06%"
"May 03, 2021",34113.23,33904.89,34221.06,33904.89,"291.34M","0.70%"
"Apr 30, 2021",33874.85,33988.75,33988.75,33784.96,"376.11M","-0.54%"
"Apr 29, 2021",34060.36,33855.64,34087.21,33744.28,"409.60M","0.71%"
"Apr 28, 2021",33820.38,33860.46,33946.6,33805.56,"353.02M","-0.48%"
"Apr 27, 2021",33984.93,33932.13,34043.98,33870.46,"294.95M","0.01%"
"Apr 26, 2021",33981.57,34044.23,34148.94,33941.37,"285.41M","-0.18%"
"Apr 23, 2021",34043.49,33804.52,34157.57,33713.29,"349.67M","0.67%"
"Apr 22, 2021",33815.9,34109.88,34126.57,33717.19,"346.58M","-0.94%"
"Apr 21, 2021",34137.31,33808.3,34160.34,33773.8,"293.51M","0.93%"
"Apr 20, 2021",33821.3,34034.18,34034.18,33687.01,"354.20M","-0.75%"
"Apr 19, 2021",34077.63,34182.38,34182.38,33980.56,"315.62M","-0.36%"
"Apr 16, 2021",34200.67,34058.16,34256.75,34058.16,"348.18M","0.48%"
"Apr 15, 2021",34035.99,33788.53,34068.73,33788.53,"321.83M","0.90%"
"Apr 14, 2021",33730.89,33668.95,33911.25,33668.95,"318.67M","0.16%"
"Apr 13, 2021",33677.27,33721.16,33741.64,33545.84,"330.00M","-0.20%"
"Apr 12, 2021",33745.4,33775.06,33786.19,33665.54,"329.02M","-0.16%"
"Apr 09, 2021",33800.6,33526.19,33810.87,33526.19,"317.82M","0.89%"
"Apr 08, 2021",33503.57,33469.89,33506.8,33342.64,"306.19M","0.17%"
"Apr 07, 2021",33446.26,33444.98,33521.76,33347.96,"279.88M","0.05%"
"Apr 06, 2021",33430.24,33500.02,33544.79,33380.43,"298.31M","-0.29%"
"Apr 05, 2021",33527.19,33222.38,33617.95,33222.38,"345.15M","1.13%"
"Apr 01, 2021",33153.21,33054.58,33167.17,32985.35,"318.34M","0.52%"
"Mar 31, 2021",32981.55,33116.04,33173.77,32980.57,"418.64M","-0.26%"
"Mar 30, 2021",33066.96,33127.88,33170.93,32988.92,"309.57M","-0.31%"
"Mar 29, 2021",33171.37,33087.55,33259,32905.13,"351.61M","0.30%"
"Mar 26, 2021",33072.88,32681.07,33098.83,32681.07,"383.45M","1.39%"
"Mar 25, 2021",32619.48,32346.81,32672.69,32071.41,"413.49M","0.62%"
"Mar 24, 2021",32420.06,32470.88,32787.99,32418.15,"405.06M","-0.01%"
"Mar 23, 2021",32423.15,32691.5,32753.77,32356.28,"388.13M","-0.94%"
"Mar 22, 2021",32731.2,32601.82,32810.35,32512.53,"384.32M","0.32%"
"Mar 19, 2021",32627.97,32858.36,32858.36,32505.07,"847.02M","-0.71%"
"Mar 18, 2021",32862.3,32928.16,33227.78,32831.25,"421.02M","-0.46%"
"Mar 17, 2021",33015.37,32825.52,33047.58,32782.18,"391.81M","0.58%"
"Mar 16, 2021",32825.95,32966.75,32966.75,32778.23,"387.91M","-0.39%"
"Mar 15, 2021",32953.46,32798.84,32973.4,32629.75,"362.08M","0.53%"
"Mar 12, 2021",32778.64,32462.4,32793.32,32462.4,"348.29M","0.90%"
"Mar 11, 2021",32485.59,32354.5,32661.59,32345.7,"402.40M","0.58%"
"Mar 10, 2021",32297.02,31906.96,32389.5,31906.96,"410.23M","1.46%"
"Mar 09, 2021",31832.74,31892.35,32150.32,31822.64,"463.74M","0.10%"
"Mar 08, 2021",31802.44,31512.15,32148.04,31512.15,"499.58M","0.97%"
"Mar 05, 2021",31496.3,31029.18,31580.33,30766.81,"505.35M","1.85%"
"Mar 04, 2021",30924.14,31289.01,31461.97,30547.53,"551.23M","-1.11%"
"Mar 03, 2021",31270.09,31352.96,31563.31,31260.14,"411.61M","-0.39%"
"Mar 02, 2021",31391.52,31535.37,31623.27,31377.16,"341.28M","-0.46%"
"Mar 01, 2021",31535.51,31065.9,31668.34,31065.9,"387.58M","1.95%"
"Feb 26, 2021",30932.37,31401.29,31450.89,30911.37,"538.91M","-1.50%"
"Feb 25, 2021",31402.01,31955.94,31984.77,31293.32,"458.96M","-1.75%"
"Feb 24, 2021",31961.86,31499.75,32009.64,31421.29,"413.35M","1.35%"
"Feb 23, 2021",31537.35,31501.89,31653.38,31158.76,"461.92M","0.05%"
"Feb 22, 2021",31521.69,31381.12,31653.48,31286.57,"389.68M","0.09%"
"Feb 19, 2021",31494.32,31504.13,31647.53,31469.34,"353.07M","0.00%"
"Feb 18, 2021",31493.34,31558.6,31558.6,31285.32,"325.99M","-0.38%"
"Feb 17, 2021",31613.02,31485.61,31643.7,31338.76,"345.86M","0.29%"
"Feb 16, 2021",31522.75,31472.08,31608.63,31443.48,"336.99M","0.20%"
"Feb 12, 2021",31458.4,31420.8,31475.31,31347.8,"266.37M","0.09%"
"Feb 11, 2021",31430.7,31466.49,31543.82,31244.36,"284.68M","-0.02%"
"Feb 10, 2021",31437.8,31428.02,31511.44,31221.32,"328.39M","0.20%"
"Feb 09, 2021",31375.83,31359.88,31439.47,31245.86,"310.14M","-0.03%"
"Feb 08, 2021",31385.76,31191.2,31386.1,31191.2,"328.41M","0.76%"
"Feb 05, 2021",31148.24,31093.81,31252.18,31083.22,"295.00M","0.30%"
"Feb 04, 2021",31055.86,30737.78,31065.96,30737.78,"341.49M","1.08%"
"Feb 03, 2021",30723.6,30689.65,30793.41,30521.31,"307.31M","0.12%"
"Feb 02, 2021",30687.48,30276.88,30840.54,30276.88,"338.17M","1.57%"
"Feb 01, 2021",30211.91,30054.73,30335.91,30014.97,"350.24M","0.76%"
"Jan 29, 2021",29982.62,30553.91,30553.91,29856.3,"538.04M","-2.03%"
"Jan 28, 2021",30603.36,30377.19,30951.41,30377.19,"467.34M","0.99%"
"Jan 27, 2021",30303.17,30893.78,30893.78,30206.91,"566.47M","-2.05%"
"Jan 26, 2021",30937.04,30968.55,31121.42,30921.71,"381.87M","-0.07%"
"Jan 25, 2021",30960,30989.85,30989.85,30564.06,"477.35M","-0.12%"
"Jan 22, 2021",30996.98,31141.56,31141.56,30908.47,"436.04M","-0.57%"
"Jan 21, 2021",31176.01,31198.01,31272.22,31120.92,"423.15M","-0.04%"
"Jan 20, 2021",31188.38,31017.54,31235.98,30997.79,"384.98M","0.83%"
"Jan 19, 2021",30930.52,30887.42,31086.62,30865.03,"387.75M","0.38%"
"Jan 15, 2021",30814.26,30926.77,30941.98,30612.67,"440.02M","-0.57%"
"Jan 14, 2021",30991.52,31085.67,31223.78,30982.24,"429.70M","-0.22%"
"Jan 13, 2021",31060.47,31084.88,31153.37,30992.05,"415.14M","-0.03%"
"Jan 12, 2021",31068.69,31015.01,31114.56,30888.76,"362.87M","0.19%"
"Jan 11, 2021",31008.69,31015.37,31096.98,30832.06,"363.79M","-0.29%"
"Jan 08, 2021",31097.97,31069.58,31140.67,30793.27,"385.65M","0.18%"
"Jan 07, 2021",31041.13,30901.18,31193.4,30897.86,"430.62M","0.69%"
"Jan 06, 2021",30829.4,30362.78,31022.65,30313.07,"500.43M","1.44%"
"Jan 05, 2021",30391.6,30204.25,30504.89,30141.78,"350.91M","0.55%"
"Jan 04, 2021",30223.89,30627.47,30674.28,29881.82,"476.73M","-1.25%"
"Dec 31, 2020",30606.48,30417.64,30637.47,30344.5,"287.06M","0.65%"
"Dec 30, 2020",30409.56,30415.09,30525.35,30393.04,"296.14M","0.24%"
"Dec 29, 2020",30335.67,30492.07,30588.79,30274.24,"358.87M","-0.22%"
"Dec 28, 2020",30403.97,30283.23,30525.56,30283.23,"303.08M","0.68%"
"Dec 24, 2020",30199.87,30155.92,30209.67,30099.3,"146.44M","0.23%"
"Dec 23, 2020",30129.83,30046.73,30292.53,30046.73,"275.38M","0.38%"
"Dec 22, 2020",30015.51,30200.2,30200.2,29992.89,"392.52M","-0.67%"
"Dec 21, 2020",30216.45,30159,30304.14,29755.53,"445.69M","0.12%"
"Dec 18, 2020",30179.05,30314.26,30343.59,30029.44,"798.23M","-0.41%"
"Dec 17, 2020",30303.37,30216,30323.78,30216,"345.53M","0.49%"
"Dec 16, 2020",30154.54,30191.38,30236.03,30080.11,"349.54M","-0.15%"
"Dec 15, 2020",30199.31,29919.09,30243.26,29894.95,"419.48M","1.13%"
"Dec 14, 2020",29861.55,30123.91,30325.79,29849.15,"371.98M","-0.62%"
"Dec 11, 2020",30046.37,29988.21,30071.13,29820.84,"396.01M","0.16%"
"Dec 10, 2020",29999.26,30032.55,30063.87,29876.82,"326.93M","-0.23%"
"Dec 09, 2020",30068.81,30229.81,30319.7,29951.85,"383.74M","-0.35%"
"Dec 08, 2020",30173.88,29997.95,30246.22,29972.07,"314.83M","0.35%"
"Dec 07, 2020",30069.79,30233.03,30233.03,29967.22,"370.58M","-0.49%"
"Dec 04, 2020",30218.26,29989.56,30218.26,29989.56,"363.09M","0.83%"
"Dec 03, 2020",29969.52,29920.83,30110.88,29877.27,"408.41M","0.29%"
"Dec 02, 2020",29883.79,29695.09,29902.51,29599.29,"389.33M","0.20%"
"Dec 01, 2020",29823.92,29797.5,30083.31,29797.5,"435.44M","0.63%"
"Nov 30, 2020",29638.64,29854.51,29854.51,29463.64,"561.21M","-0.91%"
"Nov 27, 2020",29910.37,29911.33,30015.13,29819.98,"178.10M","0.13%"
"Nov 25, 2020",29872.47,30058.87,30058.87,29806.25,"324.19M","-0.58%"
"Nov 24, 2020",30046.24,29746.11,30116.51,29746.11,"436.45M","1.54%"
"Nov 23, 2020",29591.27,29332.82,29667.75,29332.82,"389.02M","1.12%"
"Nov 20, 2020",29263.48,29437.57,29469.89,29231.2,"308.74M","-0.75%"
"Nov 19, 2020",29483.23,29370.92,29524.9,29228.38,"333.16M","0.15%"
"Nov 18, 2020",29438.42,29875.4,29930.85,29432.84,"384.89M","-1.16%"
"Nov 17, 2020",29783.35,29800.15,29872.42,29520.29,"376.14M","-0.56%"
"Nov 16, 2020",29950.44,29672.36,29964.29,29672.36,"420.76M","1.60%"
"Nov 13, 2020",29479.81,29203.9,29559.25,29203.9,"348.81M","1.37%"
"Nov 12, 2020",29080.17,29231.91,29311.83,28902.13,"372.87M","-1.08%"
"Nov 11, 2020",29397.63,29524.35,29593.11,29281.22,"376.70M","-0.08%"
"Nov 10, 2020",29420.92,29254.17,29478.86,29126.99,"526.98M","0.90%"
"Nov 09, 2020",29157.97,29467.9,29933.83,29130.66,"680.57M","2.95%"
"Nov 06, 2020",28323.4,28399.13,28431.96,28189.5,"328.58M","-0.24%"
"Nov 05, 2020",28390.18,28083.37,28495.05,28083.37,"391.73M","1.95%"
"Nov 04, 2020",27847.66,27512.83,28301.5,27512.83,"449.89M","1.34%"
"Nov 03, 2020",27480.03,27138.69,27640.21,27138.69,"353.35M","2.06%"
"Nov 02, 2020",26925.05,26691.28,27043.48,26691.28,"382.27M","1.60%"
"Oct 30, 2020",26501.6,26572.27,26639.18,26143.77,"506.32M","-0.59%"
"Oct 29, 2020",26659.11,26480.98,26891.89,26290.78,"434.01M","0.52%"
"Oct 28, 2020",26519.95,27102.14,27102.14,26497.39,"499.63M","-3.43%"
"Oct 27, 2020",27463.19,27651.18,27707.69,27457.96,"372.48M","-0.80%"
"Oct 26, 2020",27685.38,28185.82,28185.82,27370.16,"407.04M","-2.29%"
"Oct 23, 2020",28335.57,28409.65,28436.52,28149.82,"350.10M","-0.10%"
"Oct 22, 2020",28363.66,28197.42,28421.31,28040.18,"334.39M","0.54%"
"Oct 21, 2020",28210.82,28270.66,28450.64,28196.39,"301.11M","-0.35%"
"Oct 20, 2020",28308.79,28245.85,28575.03,28243.04,"351.45M","0.40%"
"Oct 19, 2020",28195.42,28633.55,28711.93,28139.4,"360.92M","-1.44%"
"Oct 16, 2020",28606.31,28570.72,28842.9,28570.72,"358.95M","0.39%"
"Oct 15, 2020",28494.2,28323.4,28535.85,28181.54,"330.13M","-0.07%"
"Oct 14, 2020",28514,28731.3,28792.56,28461.73,"372.48M","-0.58%"
"Oct 13, 2020",28679.81,28764.95,28808.84,28604.35,"528.27M","-0.55%"
"Oct 12, 2020",28837.52,28671.12,28957.9,28659.67,"493.68M","0.88%"
"Oct 09, 2020",28586.9,28533.61,28676.29,28440.63,"326.48M","0.57%"
"Oct 08, 2020",28425.51,28348.86,28459.13,28265.56,"315.83M","0.43%"
"Oct 07, 2020",28303.46,27971.36,28369.66,27971.36,"330.19M","1.91%"
"Oct 06, 2020",27772.76,28214.24,28354.48,27728.03,"438.44M","-1.34%"
"Oct 05, 2020",28148.64,27825.42,28162.64,27825.42,"322.53M","1.68%"
"Oct 02, 2020",27682.81,27536.39,27861.43,27382.94,"395.82M","-0.48%"
"Oct 01, 2020",27816.9,27940.63,28041.46,27669.26,"375.65M","0.13%"
"Sep 30, 2020",27781.7,27514.64,28026.33,27511.06,"455.15M","1.20%"
"Sep 29, 2020",27452.66,27560.24,27605.6,27338.09,"306.70M","-0.48%"
"Sep 28, 2020",27584.06,27362.14,27722.6,27362.14,"405.06M","1.51%"
"Sep 25, 2020",27173.96,26694.51,27239.29,26635.38,"391.73M","1.34%"
"Sep 24, 2020",26815.44,26716.09,27094.85,26537.01,"448.78M","0.20%"
"Sep 23, 2020",26763.13,27413.6,27464.46,26716.12,"463.20M","-1.92%"
"Sep 22, 2020",27288.18,27170.34,27333.09,26989.93,"423.33M","0.52%"
"Sep 21, 2020",27147.7,27484.71,27484.71,26715.15,"523.66M","-1.84%"
"Sep 18, 2020",27657.42,27864.87,27946.69,27487.97,"703.89M","-0.88%"
"Sep 17, 2020",27901.98,27834.18,28056.79,27647.93,"439.89M","-0.47%"
"Sep 16, 2020",28032.38,28031.69,28364.77,28021.67,"416.65M","0.13%"
"Sep 15, 2020",27995.6,28139.76,28231.06,27931.45,"418.89M","0.01%"
"Sep 14, 2020",27993.33,27718.74,28086.06,27718.74,"384.09M","1.18%"
"Sep 11, 2020",27665.64,27613.86,27828.82,27448.15,"437.53M","0.48%"
"Sep 10, 2020",27534.58,28022.51,28174.78,27447.08,"447.59M","-1.45%"
"Sep 09, 2020",27940.47,27711.71,28206.21,27704.54,"467.06M","1.60%"
"Sep 08, 2020",27500.89,27925.23,27925.23,27464.9,"587.16M","-2.25%"
"Sep 04, 2020",28133.31,28341.05,28539.75,27664.68,"700.49M","-0.56%"
"Sep 03, 2020",28292.73,29090.7,29199.35,28074.76,"658.29M","-2.78%"
"Sep 02, 2020",29100.5,28736.79,29162.88,28713.53,"542.54M","1.59%"
"Sep 01, 2020",28645.66,28439.61,28659.26,28290.72,"428.66M","0.76%"
"Aug 31, 2020",28430.05,28643.66,28643.66,28363.55,"519.82M","-0.78%"
"Aug 28, 2020",28653.87,28601.29,28733.35,28487.98,"373.80M","0.57%"
"Aug 27, 2020",28492.27,28384.07,28634.22,28363.93,"405.09M","0.57%"
"Aug 26, 2020",28331.92,28257.88,28353.8,28153.91,"328.80M","0.30%"
"Aug 25, 2020",28248.44,28347.42,28400.74,28094.57,"341.13M","-0.21%"
"Aug 24, 2020",28308.46,28077.58,28314.94,28041.75,"385.44M","1.35%"
"Aug 21, 2020",27930.33,27758.13,27959.48,27686.78,"374.34M","0.69%"
"Aug 20, 2020",27739.73,27622.68,27781.46,27526.25,"306.05M","0.17%"
"Aug 19, 2020",27692.88,27811.26,27920.42,27647.67,"312.95M","-0.31%"
"Aug 18, 2020",27778.07,27853.48,27891.12,27668.79,"277.12M","-0.24%"
"Aug 17, 2020",27844.91,27970.05,27999.81,27816.4,"291.99M","-0.31%"
"Aug 14, 2020",27931.02,27828.93,27977.81,27759.39,"276.73M","0.12%"
"Aug 13, 2020",27896.72,27922.51,27986.1,27789.78,"364.41M","-0.29%"
"Aug 12, 2020",27976.84,27860.24,28043.89,27843.32,"342.07M","1.05%"
"Aug 11, 2020",27686.91,27961.64,28154.88,27624.51,"430.09M","-0.38%"
"Aug 10, 2020",27791.44,27488.21,27803.86,27488.21,"362.50M","1.30%"
"Aug 07, 2020",27433.48,27321.68,27456.24,27223.55,"324.93M","0.17%"
"Aug 06, 2020",27386.98,27170.82,27394.1,27145.25,"323.72M","0.68%"
"Aug 05, 2020",27201.52,26924.78,27221.67,26924.78,"369.98M","1.39%"
"Aug 04, 2020",26828.47,26664.61,26832.72,26597.82,"355.46M","0.62%"
"Aug 03, 2020",26664.4,26542.32,26707.26,26534.38,"439.38M","0.89%"
"Jul 31, 2020",26428.32,26409.33,26440.02,26013.59,"491.37M","0.44%"
"Jul 30, 2020",26313.65,26367.42,26374.93,25992.28,"358.29M","-0.85%"
"Jul 29, 2020",26539.57,26388.44,26602.45,26375.39,"347.58M","0.61%"
"Jul 28, 2020",26379.28,26529.45,26556.84,26361.71,"362.40M","-0.77%"
"Jul 27, 2020",26584.77,26447.67,26625.46,26426.92,"400.93M","0.43%"
"Jul 24, 2020",26469.89,26533.41,26625.7,26402.86,"497.97M","-0.68%"
"Jul 23, 2020",26652.33,26955.97,26973.85,26560.04,"426.56M","-1.31%"
"Jul 22, 2020",27005.84,26824.56,27035.24,26794.19,"410.82M","0.62%"
"Jul 21, 2020",26840.4,26833.14,27025.38,26766.22,"367.24M","0.60%"
"Jul 20, 2020",26680.87,26660.29,26765.02,26504.2,"312.07M","0.03%"
"Jul 17, 2020",26671.95,26774.62,26808.43,26619.88,"300.52M","-0.23%"
"Jul 16, 2020",26734.71,26746.57,26879.16,26590.01,"288.04M","-0.50%"
"Jul 15, 2020",26870.1,27009.81,27071.33,26692.48,"388.26M","0.85%"
"Jul 14, 2020",26642.59,26044.17,26690.52,25994.98,"407.34M","2.13%"
"Jul 13, 2020",26085.8,26225.07,26639.09,26044.23,"428.57M","0.04%"
"Jul 10, 2020",26075.3,25690.35,26101.32,25637.5,"337.36M","1.44%"
"Jul 09, 2020",25706.09,26094.92,26103.28,25523.51,"389.18M","-1.39%"
"Jul 08, 2020",26067.28,25950.06,26109.49,25816.25,"337.30M","0.68%"
"Jul 07, 2020",25890.18,26172.01,26174.93,25866.58,"349.00M","-1.51%"
"Jul 06, 2020",26287.03,25996.08,26297.53,25996.08,"342.26M","1.78%"
