"ï..Date","Price","Open","High","Low","Vol.","Change.."
"Jul 02, 2020",25827.36,25936.45,26204.41,25778.12,"350.29M","0.36%"
"Jul 01, 2020",25734.97,25879.38,26019.31,25713.61,"373.98M","-0.30%"
"Jun 30, 2020",25812.88,25512.43,25905.38,25475.14,"412.69M","0.85%"
"Jun 29, 2020",25595.8,25152.45,25601.15,25096.16,"385.13M","2.32%"
"Jun 26, 2020",25015.55,25641.69,25641.69,24971.03,"676.18M","-2.84%"
"Jun 25, 2020",25745.6,25365.22,25769.61,25209.79,"388.07M","1.18%"
"Jun 24, 2020",25445.94,25992.96,25992.96,25296.73,"452.53M","-2.72%"
"Jun 23, 2020",26156.1,26159.39,26314.97,26105.97,"392.16M","0.50%"
"Jun 22, 2020",26024.96,25865.08,26059.81,25667.68,"353.01M","0.59%"
"Jun 19, 2020",25871.46,26213.1,26451.44,25759.66,"681.89M","-0.80%"
"Jun 18, 2020",26080.1,26016.45,26154.2,25848.53,"330.07M","-0.15%"
"Jun 17, 2020",26119.61,26330.52,26400.07,26068.41,"330.57M","-0.65%"
"Jun 16, 2020",26289.98,26326.68,26611.03,25811.7,"493.36M","2.04%"
"Jun 15, 2020",25763.16,25270.39,25891.58,24843.18,"463.13M","0.62%"
"Jun 12, 2020",25605.54,25659.42,25965.55,25078.41,"521.19M","1.90%"
"Jun 11, 2020",25128.17,26282.51,26294.08,25082.72,"651.47M","-6.90%"
"Jun 10, 2020",26989.99,27251.89,27355.22,26938.05,"449.99M","-1.04%"
"Jun 09, 2020",27272.3,27447.37,27447.37,27151.06,"388.25M","-1.09%"
"Jun 08, 2020",27572.44,27232.93,27580.21,27232.48,"433.34M","1.70%"
"Jun 05, 2020",27110.98,26836.8,27338.3,26836.8,"544.41M","3.15%"
"Jun 04, 2020",26281.82,26226.49,26384.1,26082.31,"375.55M","0.05%"
"Jun 03, 2020",26269.89,25906.88,26337.75,25906.88,"401.27M","2.05%"
"Jun 02, 2020",25742.65,25582.52,25743.13,25523.74,"355.24M","1.05%"
"Jun 01, 2020",25475.02,25342.99,25508.83,25220.66,"341.22M","0.36%"
"May 29, 2020",25383.11,25324.15,25482.8,25031.67,"545.14M","-0.07%"
"May 28, 2020",25400.64,25697.36,25758.79,25358.73,"378.40M","-0.58%"
"May 27, 2020",25548.27,25298.63,25551.56,25009.87,"420.36M","2.21%"
"May 26, 2020",24995.11,24781.84,25176.42,24781.84,"426.29M","2.17%"
"May 22, 2020",24465.16,24461.98,24481.64,24294.07,"255.66M","-0.04%"
"May 21, 2020",24474.12,24564.27,24718.46,24370.88,"348.84M","-0.41%"
"May 20, 2020",24575.9,24455.94,24649.48,24455.94,"371.93M","1.52%"
"May 19, 2020",24206.86,24577.48,24599.5,24202.96,"376.92M","-1.59%"
"May 18, 2020",24597.37,24059.98,24708.54,24059.98,"484.19M","3.85%"
"May 15, 2020",23685.42,23454.83,23730.08,23354.15,"495.18M","0.25%"
"May 14, 2020",23625.34,23049.06,23630.86,22789.62,"476.98M","1.62%"
"May 13, 2020",23247.97,23702.16,23708.9,23067.64,"473.32M","-2.17%"
"May 12, 2020",23764.78,24292.84,24382.09,23761.58,"361.56M","-1.89%"
"May 11, 2020",24221.99,24256.45,24366.21,24070.22,"356.51M","-0.45%"
"May 08, 2020",24331.32,24107.82,24349.9,24107.05,"337.34M","1.91%"
"May 07, 2020",23875.89,23837.21,24094.62,23834.39,"371.68M","0.89%"
"May 06, 2020",23664.64,23978.88,24054.59,23661.14,"379.91M","-0.91%"
"May 05, 2020",23883.09,23958.88,24169.72,23868.91,"374.49M","0.56%"
"May 04, 2020",23749.76,23581.55,23769.56,23361.16,"358.39M","0.11%"
"May 01, 2020",23723.69,24120.78,24120.78,23645.3,"421.59M","-2.55%"
"Apr 30, 2020",24345.72,24585.57,24585.57,24186.9,"487.84M","-1.17%"
"Apr 29, 2020",24633.86,24490.37,24764.77,24453.99,"462.48M","2.21%"
"Apr 28, 2020",24101.55,24357.17,24512.24,24031.2,"405.71M","-0.13%"
"Apr 27, 2020",24133.78,23866.15,24207.65,23840.61,"391.02M","1.51%"
"Apr 24, 2020",23775.27,23628.24,23826,23417.68,"379.31M","1.11%"
"Apr 23, 2020",23515.26,23543.09,23885.36,23483.35,"393.57M","0.17%"
"Apr 22, 2020",23475.82,23437.34,23613.1,23339.6,"356.39M","1.99%"
"Apr 21, 2020",23018.88,23365.25,23365.25,22941.88,"487.65M","-2.67%"
"Apr 20, 2020",23650.44,24095.1,24108.69,23627.19,"427.35M","-2.44%"
"Apr 17, 2020",24242.49,23817.15,24264.21,23817.15,"530.28M","2.99%"
"Apr 16, 2020",23537.68,23543.66,23598.08,23211.38,"478.62M","0.14%"
"Apr 15, 2020",23504.35,23600.72,23649.72,23233.32,"442.15M","-1.86%"
"Apr 14, 2020",23949.76,23690.57,24040.58,23683.44,"487.96M","2.39%"
"Apr 13, 2020",23390.77,23698.93,23698.93,23095.35,"396.56M","-1.39%"
"Apr 09, 2020",23719.37,23690.66,24008.99,23504.09,"568.72M","1.22%"
"Apr 08, 2020",23433.57,22893.47,23513.4,22682.99,"476.09M","3.44%"
"Apr 07, 2020",22653.86,23537.44,23617.24,22634.45,"595.87M","-0.12%"
"Apr 06, 2020",22679.99,21693.63,22783.45,21693.63,"614.20M","7.73%"
"Apr 03, 2020",21052.53,21285.93,21447.81,20863.09,"451.62M","-1.69%"
"Apr 02, 2020",21413.44,20819.46,21477.77,20735.02,"534.67M","2.24%"
"Apr 01, 2020",20943.51,21227.38,21487.24,20784.43,"508.31M","-4.44%"
"Mar 31, 2020",21917.16,22208.42,22480.37,21852.08,"573.59M","-1.84%"
"Mar 30, 2020",22327.48,21678.22,22378.09,21522.08,"546.85M","3.19%"
"Mar 27, 2020",21636.78,21898.47,22327.57,21469.27,"591.33M","-4.06%"
"Mar 26, 2020",22552.17,21468.38,22595.06,21427.1,"713.73M","6.38%"
"Mar 25, 2020",21200.55,21050.34,22019.93,20538.34,"803.31M","2.39%"
"Mar 24, 2020",20704.91,19722.19,20737.7,19649.25,"808.47M","11.37%"
"Mar 23, 2020",18591.93,19028.36,19121.01,18213.65,"801.24M","-3.04%"
"Mar 20, 2020",19173.98,20253.15,20531.26,19094.27,"872.29M","-4.55%"
"Mar 19, 2020",20087.19,19830.01,20442.63,19177.13,"795.80M","0.95%"
"Mar 18, 2020",19898.92,20188.69,20489.33,18917.46,"874.09M","-6.30%"
"Mar 17, 2020",21237.38,20487.05,21379.35,19882.26,"795.84M","5.20%"
"Mar 16, 2020",20188.52,20917.53,21768.28,20116.46,"775.91M","-12.93%"
"Mar 13, 2020",23185.62,21973.82,23189.76,21285.37,"843.08M","9.36%"
"Mar 12, 2020",21200.62,22184.71,22837.95,21154.46,"911.77M","-9.99%"
"Mar 11, 2020",23553.22,24604.63,24604.63,23328.32,"663.96M","-5.86%"
"Mar 10, 2020",25018.16,24453,25020.99,23690.34,"654.86M","4.89%"
"Mar 09, 2020",23851.02,24992.36,24992.36,23706.07,"750.43M","-7.79%"
"Mar 06, 2020",25864.78,25457.21,25994.38,25226.62,"601.01M","-0.98%"
"Mar 05, 2020",26121.28,26671.92,26671.92,25943.33,"477.37M","-3.58%"
"Mar 04, 2020",27090.86,26383.68,27102.34,26286.31,"457.59M","4.53%"
"Mar 03, 2020",25917.41,26762.47,27084.59,25706.28,"647.08M","-2.94%"
"Mar 02, 2020",26703.32,25590.51,26706.17,25391.96,"637.20M","5.09%"
"Feb 28, 2020",25409.36,25270.83,25494.24,24681.01,"922.68M","-1.39%"
"Feb 27, 2020",25766.64,26526,26775.31,25752.82,"670.37M","-4.42%"
"Feb 26, 2020",26957.59,27159.46,27542.78,26890.97,"477.57M","-0.46%"
"Feb 25, 2020",27081.36,28037.65,28149.2,26997.62,"513.27M","-3.15%"
"Feb 24, 2020",27960.8,28402.93,28402.93,27912.44,"458.71M","-3.56%"
"Feb 21, 2020",28992.41,29146.53,29146.53,28892.7,"313.44M","-0.78%"
"Feb 20, 2020",29219.98,29296.25,29368.45,28959.65,"289.07M","-0.44%"
"Feb 19, 2020",29348.03,29312.7,29409.09,29274.38,"242.65M","0.40%"
"Feb 18, 2020",29232.19,29282.78,29330.16,29116.81,"264.16M","-0.56%"
"Feb 14, 2020",29398.08,29440.47,29463.04,29283.18,"232.55M","-0.09%"
"Feb 13, 2020",29423.31,29436.03,29535.4,29345.93,"294.36M","-0.43%"
"Feb 12, 2020",29551.42,29406.75,29568.57,29406.75,"309.53M","0.94%"
"Feb 11, 2020",29276.34,29390.71,29415.39,29210.47,"281.85M","-0.00%"
"Feb 10, 2020",29276.82,28995.66,29278.07,28995.66,"257.46M","0.60%"
"Feb 07, 2020",29102.51,29286.92,29286.92,29056.98,"253.87M","-0.94%"
"Feb 06, 2020",29379.77,29388.58,29408.05,29246.93,"263.70M","0.30%"
"Feb 05, 2020",29290.85,29048.73,29308.89,29000.85,"357.54M","1.68%"
"Feb 04, 2020",28807.63,28696.74,28904.88,28696.74,"332.75M","1.44%"
"Feb 03, 2020",28399.81,28319.65,28630.39,28319.65,"315.50M","0.51%"
"Jan 31, 2020",28256.03,28813.04,28813.04,28169.53,"403.89M","-2.09%"
"Jan 30, 2020",28859.44,28640.16,28879.71,28489.76,"326.85M","0.43%"
"Jan 29, 2020",28734.45,28820.53,28944.24,28728.19,"305.93M","0.04%"
"Jan 28, 2020",28722.85,28594.28,28823.23,28575.75,"352.94M","0.66%"
"Jan 27, 2020",28535.8,28542.49,28671.79,28440.47,"337.27M","-1.57%"
"Jan 24, 2020",28989.73,29230.39,29288.79,28843.31,"380.01M","-0.58%"
"Jan 23, 2020",29160.09,29111.02,29190.47,28966.98,"307.06M","-0.09%"
"Jan 22, 2020",29186.27,29263.63,29320.2,29172.26,"283.44M","-0.03%"
"Jan 21, 2020",29196.04,29269.05,29341.21,29146.47,"320.64M","-0.52%"
"Jan 17, 2020",29348.1,29313.31,29373.62,29289.91,"336.87M","0.17%"
"Jan 16, 2020",29297.64,29131.95,29300.32,29131.95,"252.11M","0.92%"
"Jan 15, 2020",29030.22,28901.8,29127.59,28897.35,"263.43M","0.31%"
"Jan 14, 2020",28939.67,28895.5,29054.16,28872.27,"296.04M","0.11%"
"Jan 13, 2020",28907.05,28869.01,28909.91,28819.43,"263.02M","0.29%"
"Jan 10, 2020",28823.77,28977.52,29009.07,28789.1,"239.17M","-0.46%"
"Jan 09, 2020",28956.9,28851.97,28988.01,28844.31,"282.85M","0.74%"
"Jan 08, 2020",28745.09,28556.14,28866.18,28522.51,"296.43M","0.56%"
"Jan 07, 2020",28583.68,28639.18,28685.5,28565.28,"266.68M","-0.42%"
"Jan 06, 2020",28703.38,28465.5,28708.02,28418.63,"261.81M","0.24%"
"Jan 03, 2020",28634.88,28553.33,28716.31,28500.36,"239.59M","-0.81%"
"Jan 02, 2020",28868.8,28638.97,28872.8,28627.77,"254.29M","1.16%"
"Dec 31, 2019",28538.44,28414.64,28547.35,28376.49,"193.34M","0.27%"
"Dec 30, 2019",28462.14,28654.76,28664.69,28428.98,"185.07M","-0.64%"
"Dec 27, 2019",28645.26,28675.34,28701.66,28608.98,"184.93M","0.08%"
"Dec 26, 2019",28621.39,28539.46,28624.1,28535.15,"155.97M","0.37%"
"Dec 24, 2019",28515.45,28572.57,28576.8,28503.21,"95.29M","-0.13%"
"Dec 23, 2019",28551.53,28491.78,28582.49,28491.78,"233.47M","0.34%"
"Dec 20, 2019",28455.09,28608.64,28608.64,28445.6,"603.78M","0.28%"
"Dec 19, 2019",28376.96,28278.31,28381.48,28278.24,"262.57M","0.49%"
"Dec 18, 2019",28239.28,28291.44,28323.25,28239.28,"289.89M","-0.10%"
"Dec 17, 2019",28267.16,28221.75,28328.63,28220.56,"286.77M","0.11%"
"Dec 16, 2019",28235.89,28191.67,28337.49,28191.67,"286.77M","0.36%"
"Dec 13, 2019",28135.38,28123.64,28290.73,28028.32,"254.81M","0.01%"
"Dec 12, 2019",28132.05,27898.34,28224.95,27859.87,"277.74M","0.79%"
"Dec 11, 2019",27911.3,27867.31,27925.5,27801.8,"221.70M","0.11%"
"Dec 10, 2019",27881.72,27900.65,27949.02,27804,"215.81M","-0.10%"
"Dec 09, 2019",27909.6,27987.05,28010.42,27906.14,"219.07M","-0.38%"
"Dec 06, 2019",28015.06,27839.68,28035.85,27839.68,"224.83M","1.22%"
"Dec 05, 2019",27677.79,27736.05,27745.2,27562.8,"219.99M","0.10%"
"Dec 04, 2019",27649.78,27634.63,27727.45,27612.08,"218.20M","0.53%"
"Dec 03, 2019",27502.81,27501.98,27524.74,27325.13,"275.35M","-1.01%"
"Dec 02, 2019",27783.04,28109.74,28109.84,27782.35,"236.61M","-0.96%"
"Nov 29, 2019",28051.41,28103.16,28119.51,28042.53,"122.62M","-0.40%"
"Nov 27, 2019",28164,28156.47,28174.97,28075.23,"198.21M","0.15%"
"Nov 26, 2019",28121.68,28080.75,28146.02,28042.21,"329.80M","0.20%"
"Nov 25, 2019",28066.47,27917.77,28068.69,27917.77,"248.42M","0.68%"
"Nov 22, 2019",27875.62,27831.23,27898.46,27773.98,"218.58M","0.39%"
"Nov 21, 2019",27766.29,27820.28,27828.33,27708.34,"232.02M","-0.20%"
"Nov 20, 2019",27821.09,27879.55,27897.28,27675.28,"260.24M","-0.40%"
"Nov 19, 2019",27934.02,28079.76,28090.21,27894.52,"256.62M","-0.36%"
"Nov 18, 2019",28036.22,27993.22,28040.97,27969.24,"252.32M","0.11%"
"Nov 15, 2019",28004.89,27843.54,28004.89,27843.54,"288.91M","0.80%"
"Nov 14, 2019",27781.96,27757.2,27800.71,27676.97,"303.97M","-0.01%"
"Nov 13, 2019",27783.59,27622.04,27806.4,27587.2,"278.39M","0.33%"
"Nov 12, 2019",27691.49,27701.59,27770.86,27635.32,"213.67M","0.00%"
"Nov 11, 2019",27691.49,27580.66,27714.39,27517.67,"204.62M","0.04%"
"Nov 08, 2019",27681.24,27686.2,27694.95,27578.97,"222.79M","0.02%"
"Nov 07, 2019",27674.8,27590.16,27774.67,27590.16,"263.58M","0.66%"
"Nov 06, 2019",27492.56,27502.74,27526.05,27407.81,"243.19M","-0.00%"
"Nov 05, 2019",27492.63,27500.23,27560.36,27453.55,"293.96M","0.11%"
"Nov 04, 2019",27462.11,27402.06,27517.58,27402.06,"273.03M","0.42%"
"Nov 01, 2019",27347.36,27142.95,27347.43,27142.95,"272.07M","1.11%"
"Oct 31, 2019",27046.23,27188.37,27188.37,26918.29,"273.83M","-0.52%"
"Oct 30, 2019",27186.69,27110.71,27204.36,26999.64,"231.75M","0.43%"
"Oct 29, 2019",27071.42,27061.07,27165.94,27039.76,"269.61M","-0.07%"
"Oct 28, 2019",27090.72,27040.33,27167.88,27028.71,"290.77M","0.49%"
"Oct 25, 2019",26958.06,26789.61,27015.37,26765.68,"274.61M","0.57%"
"Oct 24, 2019",26805.53,26893.93,26931.78,26714.34,"259.64M","-0.11%"
"Oct 23, 2019",26833.95,26835.24,26896.89,26745,"247.68M","0.17%"
"Oct 22, 2019",26788.1,26850.43,26946.64,26782.61,"265.51M","-0.15%"
"Oct 21, 2019",26827.64,26852.67,26852.67,26747.62,"241.03M","0.21%"
"Oct 18, 2019",26770.2,27004.49,27018.25,26770.13,"293.61M","-0.95%"
"Oct 17, 2019",27025.88,27032.38,27112.16,26970.29,"225.06M","0.09%"
"Oct 16, 2019",27001.98,26972.31,27058.34,26943.29,"218.24M","-0.08%"
"Oct 15, 2019",27024.8,26811.2,27120.11,26811.2,"247.48M","0.89%"
"Oct 14, 2019",26787.36,26766.43,26874.33,26749.18,"178.62M","-0.11%"
"Oct 11, 2019",26816.59,26694.2,27013.97,26694.2,"283.53M","1.21%"
"Oct 10, 2019",26496.67,26317.35,26603.31,26314.51,"217.68M","0.57%"
"Oct 09, 2019",26346.01,26308.23,26424.31,26249.75,"191.75M","0.70%"
"Oct 08, 2019",26164.04,26276.59,26421.81,26139.8,"251.42M","-1.19%"
"Oct 07, 2019",26478.02,26502.33,26655.84,26424.54,"197.51M","-0.36%"
"Oct 04, 2019",26573.72,26271.7,26590.74,26271.7,"224.49M","1.42%"
"Oct 03, 2019",26201.04,26039.02,26205.2,25743.46,"249.02M","0.47%"
"Oct 02, 2019",26078.62,26425.86,26438.04,25974.12,"312.73M","-1.86%"
"Oct 01, 2019",26573.04,26962.54,27046.21,26562.22,"272.18M","-1.28%"
"Sep 30, 2019",26916.83,26852.33,26998.86,26852.33,"228.48M","0.36%"
"Sep 27, 2019",26820.25,26987.26,27012.54,26715.82,"217.78M","-0.26%"
"Sep 26, 2019",26891.12,27004.11,27015.07,26803.84,"230.80M","-0.30%"
"Sep 25, 2019",26970.71,26866.71,27016.56,26755.86,"237.22M","0.61%"
"Sep 24, 2019",26807.77,27034.07,27079.68,26704.96,"307.43M","-0.53%"
"Sep 23, 2019",26949.99,26851.45,27011.07,26831.34,"214.83M","0.06%"
"Sep 20, 2019",26935.07,27102.18,27194.75,26926.68,"512.57M","-0.59%"
"Sep 19, 2019",27094.79,27186.05,27272.17,27064.21,"216.44M","-0.19%"
"Sep 18, 2019",27147.08,27075.39,27161.93,26899.15,"212.86M","0.13%"
"Sep 17, 2019",27110.8,27010.12,27110.8,26984.14,"223.58M","0.13%"
"Sep 16, 2019",27076.82,27146.06,27172.87,27032.56,"220.62M","-0.52%"
"Sep 13, 2019",27219.52,27216.67,27277.55,27193.95,"255.26M","0.14%"
"Sep 12, 2019",27182.45,27197.32,27306.73,27105.01,"254.65M","0.17%"
"Sep 11, 2019",27137.04,26928.05,27137.04,26885.48,"272.59M","0.85%"
"Sep 10, 2019",26909.43,26805.83,26909.43,26717.05,"322.34M","0.28%"
"Sep 09, 2019",26835.51,26866.23,26900.83,26762.18,"273.12M","0.14%"
"Sep 06, 2019",26797.46,26790.25,26860.87,26708.39,"209.70M","0.26%"
"Sep 05, 2019",26728.15,26603.15,26836.3,26603.15,"256.67M","1.41%"
"Sep 04, 2019",26355.47,26301.99,26362.35,26244.44,"202.71M","0.91%"
"Sep 03, 2019",26118.02,26198.26,26198.26,25978.22,"223.21M","-1.08%"
"Aug 30, 2019",26403.28,26476.39,26514.62,26295.59,"219.08M","0.16%"
"Aug 29, 2019",26362.25,26249.09,26408.84,26185.71,"212.19M","1.25%"
"Aug 28, 2019",26036.1,25712.99,26041.57,25637.43,"207.07M","1.00%"
"Aug 27, 2019",25777.9,26014.46,26054.02,25721.85,"263.53M","-0.47%"
"Aug 26, 2019",25898.83,25826.05,25941.25,25716.39,"222.78M","1.05%"
"Aug 23, 2019",25628.9,26134.21,26320.29,25507.18,"364.26M","-2.37%"
"Aug 22, 2019",26252.24,26271.64,26388.78,26099.01,"222.81M","0.19%"
"Aug 21, 2019",26202.73,26145.36,26268.32,26141.77,"208.79M","0.93%"
"Aug 20, 2019",25962.44,26086.86,26160.12,25952,"238.10M","-0.66%"
"Aug 19, 2019",26135.79,26020.06,26222.32,26020.06,"252.64M","0.96%"
"Aug 16, 2019",25886.01,25678.17,25929.65,25678.17,"276.21M","1.20%"
"Aug 15, 2019",25579.39,25514.25,25639.69,25339.6,"335.80M","0.39%"
"Aug 14, 2019",25479.42,26035.08,26035.08,25471.59,"357.00M","-3.05%"
"Aug 13, 2019",26279.91,25888.88,26426.97,25833.25,"309.61M","1.44%"
"Aug 12, 2019",25907.37,26169.91,26178.95,25824.94,"200.58M","-1.45%"
"Aug 09, 2019",26287.44,26337.09,26413.36,26097.64,"241.93M","-0.34%"
"Aug 08, 2019",26378.19,26086.52,26383.61,26038.1,"283.59M","1.43%"
"Aug 07, 2019",26007.07,25814.22,26073.21,25440.39,"350.09M","-0.09%"
"Aug 06, 2019",26029.52,25810.62,26038.68,25710.87,"322.97M","1.21%"
"Aug 05, 2019",25717.74,26259.23,26259.23,25523.38,"423.37M","-2.90%"
"Aug 02, 2019",26485.01,26528.66,26570.02,26249.22,"335.72M","-0.37%"
"Aug 01, 2019",26583.42,26879.86,27175.59,26548.71,"390.49M","-1.05%"
"Jul 31, 2019",26864.27,27244.67,27281.65,26719.6,"389.00M","-1.23%"
"Jul 30, 2019",27198.02,27145.39,27224.36,27069.86,"293.25M","-0.09%"
"Jul 29, 2019",27221.35,27192.24,27275.85,27178.06,"259.32M","0.11%"
"Jul 26, 2019",27192.45,27166,27213.7,27123.25,"243.20M","0.19%"
"Jul 25, 2019",27140.98,27247.39,27298.43,27062.48,"244.02M","-0.47%"
"Jul 24, 2019",27269.97,27262.24,27291.04,27191.12,"245.88M","-0.29%"
"Jul 23, 2019",27349.19,27231.86,27368.81,27204.58,"250.80M","0.65%"
"Jul 22, 2019",27171.9,27174.18,27227.77,27088.9,"226.95M","0.07%"
"Jul 19, 2019",27154.2,27246.38,27342.96,27145.78,"287.69M","-0.25%"
