"Date","Daily cases","Percentage Difference"
2020-09-02,42790,1.55279154322116
2020-09-03,45576,3.92704487245633
2020-09-04,51293,3.11388266013907
2020-09-08,28618,1.66213727969224
2020-09-09,35564,1.79453861734997
2020-09-10,39099,2.616597143641
2020-09-11,44600,1.37731861930926
2020-09-14,34758,1.31644589712713
2020-09-15,37229,1.06693949397917
2020-09-16,44921,1.21695925474281
2020-09-17,45396,1.46795460061553
2020-09-18,48182,1.65499346437769
2020-09-21,41636,2.83971213209775
2020-09-22,50109,1.26340545868032
2020-09-23,42949,2.76239198620613
2020-09-24,46409,2.08025602692131
2020-09-25,50220,2.24190700379232
2020-09-28,39174,1.30874721383817
2020-09-29,38935,0.973760590160575
2020-09-30,46575,1.85557873713547
2020-10-01,47483,1.3361880801397
2020-10-02,51167,1.73226701653038
2020-10-05,41616,1.20461398376726
2020-10-06,41974,2.23402982498465
2020-10-07,54803,1.41388991537604
2020-10-08,55664,0.682489406288513
2020-10-09,59092,0.82518455126782
2020-10-12,49773,1.03520505984547
2020-10-13,50814,0.712345020369018
2020-10-14,58212,1.15565139310959
2020-10-15,63390,1.24938753352366
2020-10-16,69569,0.948137393183012
2020-10-19,62185,2.01413054012984
2020-10-20,58977,1.16860709981877
2020-10-21,70563,0.89766400815718
2020-10-22,75035,1.35005292988195
2020-10-23,83174,1.01331876208993
2020-10-26,70171,2.93635356625875
2020-10-27,75829,0.905382244204499
2020-10-28,85429,2.25654963765541
2020-10-29,91704,2.26054840796824
2020-10-30,98053,1.8771591962935
2020-11-02,87234,1.31088330905358
2020-11-03,99113,1.83106999227805
2020-11-04,115979,2.82604843594825
2020-11-05,123780,1.45525449455817
2020-11-06,134553,0.856424401631463
2020-11-09,125082,2.71963746745295
2020-11-10,148096,1.20080162645879
2020-11-11,154107,1.05951099570899
2020-11-12,163912,1.40756615767077
2020-11-13,178530,1.20943142088196
2020-11-16,152483,0.97902883545605
2020-11-17,167992,1.18576842174737
2020-11-18,172828,1.67782696796644
2020-11-19,190293,1.00937343412998
2020-11-20,195145,0.813238732023541
2020-11-23,160726,1.13534496361645
2020-11-24,175931,1.23750012946309
2020-11-25,195535,0.843963897508262
2020-11-27,164390,0.652292608804434
2020-11-30,153876,1.31787656897593
2020-12-01,192552,0.954596305561001
2020-12-02,211409,1.01919605793437
2020-12-03,218921,0.778853823630169
2020-12-04,225472,0.759701978912364
2020-12-07,186547,0.883086033695866
2020-12-08,226572,0.910520707246923
2020-12-09,222547,1.22064224331381
2020-12-10,208878,0.624116939594787
2020-12-11,248762,0.835804866662428
2020-12-14,197607,1.58418105610076
2020-12-15,200902,1.15836503946492
2020-12-16,241941,0.517009211796372
2020-12-17,248037,0.356063401617908
2020-12-18,237467,1.04069648318132
2020-12-21,183992,1.82688316469272
2020-12-22,199677,0.688816606690241
2020-12-23,228477,0.814726597575109
2020-12-24,202357,0.366015204703377
2020-12-28,178993,0.797022930402008
2020-12-29,210249,1.03363240377615
2020-12-30,238878,0.434384428084845
2020-12-31,231074,0.960841376557698
2021-01-04,174856,2.61727555110055
2021-01-05,245060,1.19746063551387
2021-01-06,259769,2.31375779072945
2021-01-07,271074,0.95195362439094
2021-01-08,294017,1.12184046421073
2021-01-11,204478,0.855559847205764
2021-01-12,218688,0.728348094908476
2021-01-13,229437,0.519169393335823
2021-01-14,224285,0.776580787518627
2021-01-15,239974,1.06997602943076
2021-01-19,150929,0.715364320401475
2021-01-20,189263,0.76546865150544
2021-01-21,189663,0.484989215160522
2021-01-22,190493,0.751296977616289
2021-01-25,133859,1.38347019710039
2021-01-26,147906,0.643777965425017
2021-01-27,160024,2.24832158196576
2021-01-28,156844,1.87260103768878
2021-01-29,164177,2.30957647722132
2021-02-01,128460,1.06358018308929
2021-02-02,122565,1.84451503352072
2021-02-03,110273,0.887551961421331
2021-02-04,125153,1.06200692708888
2021-02-05,125534,0.542099673700655
2021-02-08,82257,0.62290958542474
2021-02-09,91970,0.617720286389178
2021-02-10,99469,0.924939377766892
2021-02-11,99233,0.953873802362161
2021-02-12,97921,0.405933421634179
2021-02-16,57845,0.523852413503692
2021-02-17,64577,0.968333088291573
2021-02-18,68757,0.869710228133442
2021-02-19,73202,0.564635096765726
2021-02-22,56241,1.16590310938742
2021-02-23,71022,1.57491847913477
2021-02-24,72983,1.85508867677015
2021-02-25,72012,2.18543258812016
2021-02-26,73628,1.73027725422395
2021-03-01,50969,1.92060986153653
2021-03-02,55230,0.781296254644613
2021-03-03,65775,0.965149160066828
2021-03-04,65764,2.94935453438587
2021-03-05,64235,2.60964656919307
2021-03-08,42988,1.99776343740099
2021-03-09,53499,1.02443282286766
2021-03-10,62227,1.50098465763123
2021-03-11,60539,0.971860232906185
2021-03-12,62869,1.01422526638277
2021-03-15,43461,1.04766310764042
2021-03-16,52080,0.573488652669745
2021-03-17,62400,0.806322246959434
2021-03-18,62867,1.20053231178235
2021-03-19,62285,1.08100202207871
2021-03-22,48559,0.911839771914526
2021-03-23,58490,1.22097894257492
2021-03-24,67153,1.13437170180598
2021-03-25,66385,1.85740476738421
2021-03-26,76683,1.27017523590033
2021-03-29,57814,1.06967325044553
2021-03-30,62358,0.550212855682115
2021-03-31,71463,0.584088662966019
2021-04-01,74447,0.549699391648269
2021-04-05,56914,1.18362671159762
2021-04-06,63267,0.491175075703899
2021-04-07,77911,0.519816742166717
2021-04-08,75695,0.491133508373454
2021-04-09,78869,0.845537360852999
2021-04-12,62637,0.357737303402007
2021-04-13,72167,0.581980481361475
2021-04-14,72358,0.717073935856961
2021-04-15,74987,0.825851205898984
2021-04-16,70889,0.581395774363156
2021-04-19,35961,0.592169293167225
2021-04-20,58896,1.02529208361518
2021-04-21,64178,1.13798452442319
2021-04-22,61692,1.20683169682812
2021-04-23,64615,1.30919219234882
2021-04-26,39872,0.609690277515258
2021-04-27,50935,0.510995894245772
2021-04-28,55293,0.416340969793438
2021-04-29,56720,1.01112329981252
2021-04-30,55307,0.601383633860389
2021-05-03,33231,0.928192560984466
2021-05-04,43136,1.12525558261941
2021-05-05,45279,0.852819461390404
2021-05-06,43407,1.09454538313671
2021-05-07,44609,1.00202524117404
2021-05-10,24739,1.00236091379549
2021-05-11,33596,1.44921814967796
2021-05-12,35905,1.92626989117527
2021-05-13,41009,1.64671590375142
2021-05-14,35434,1.17711270622793
2021-05-17,19500,0.604400581151025
2021-05-18,28050,1.06610234833811
2021-05-19,27886,1.40021575325041
2021-05-20,27958,1.06008576948133
2021-05-21,28258,0.856671081288621
2021-05-24,16108,0.636262232930061
2021-05-25,23795,0.713374077349267
2021-05-26,23721,0.402294490924187
2021-05-27,22556,0.636481663397498
2021-05-28,24387,0.321093487893208
2021-06-01,8919,0.883240606759917
2021-06-02,16243,0.464069152050738
2021-06-03,18658,0.965191932618589
2021-06-04,18601,0.44221994238142
2021-06-07,9961,0.710133320037551
2021-06-08,14581,0.614714015039703
2021-06-09,19099,0.623208600915493
2021-06-10,16062,0.839892554806648
2021-06-11,14014,0.839604599144195
2021-06-14,8282,0.759943427921983
2021-06-15,12843,0.644772611416497
2021-06-16,13213,1.21945144318653
2021-06-17,13277,1.37386589169266
2021-06-18,12027,1.04872394092021
2021-06-21,8653,1.77333704650509
2021-06-22,13477,0.854499130867821
2021-06-23,13862,0.411230357209414
2021-06-24,15536,0.877580961912157
2021-06-25,15092,0.541212761832944
2021-06-28,10669,0.767879377199484
2021-06-29,15740,0.590660064076433
2021-06-30,11610,0.894436285368432
2021-07-01,18704,0.409117094762402
2021-07-02,16837,0.60038522126028
2021-07-06,20198,1.31780464582663
2021-07-07,22808,0.790201718520257
2021-07-08,28130,1.23240184764229
2021-07-09,27622,1.25797336254887
2021-07-12,29346,0.816545403580612
2021-07-13,34886,0.406033677617848
2021-07-14,38469,0.69334390140787
2021-07-15,40558,0.652413764628705
2021-07-16,42356,1.26814958251498
2021-07-19,45484,2.3047231121496
2021-07-20,51001,1.86579184351604
2021-07-21,61604,0.758981336808055
2021-07-22,72843,0.593078792063125
2021-07-23,68481,0.686829132168436
2021-07-26,71556,0.571122399022206
2021-07-27,86079,0.574152940014417
2021-07-28,89515,0.684437819039893
2021-07-29,99306,0.528895623576147
2021-07-30,105002,0.672130999952429
2021-08-02,103632,1.0968808566705
2021-08-03,110589,1.16448321886634
2021-08-04,124086,0.735472892574621
2021-08-05,129141,0.721003560944234
2021-08-06,125958,0.481626318553359
2021-08-09,93966,0.536295886875523
2021-08-10,136593,0.549184556845006
2021-08-11,144609,0.565718083021619
2021-08-12,151611,0.446606353359208
2021-08-13,146598,0.382047777776999
2021-08-16,110340,1.12701878806814
2021-08-17,150835,1.07532789429446
2021-08-18,168267,1.17607045555056
2021-08-19,175048,0.882676314995704
2021-08-20,166983,0.885696244078578
2021-08-23,117477,0.759145645239806
2021-08-24,163794,0.252225760275363
2021-08-25,177895,0.60323127524324
2021-08-26,187154,0.829802746821054
2021-08-27,182858,0.701651768080713
2021-08-30,134662,0.384424555940262
2021-08-31,176982,0.452165087048071
2021-09-01,198869,0.340394616717981
2021-09-02,182275,0.358410185942928
2021-09-03,182907,0.433740059534219
2021-09-07,118422,0.886899449613487
2021-09-08,169998,0.711946632247641
2021-09-09,186769,1.00672132600893
2021-09-10,169369,1.44795424528857
2021-09-13,113769,0.7861549380357
2021-09-14,162147,1.38145450705072
2021-09-15,163080,1.03379114387315
2021-09-16,167305,1.16125143666871
2021-09-17,157554,0.751030058085574
2021-09-20,93698,1.80433927026322
2021-09-21,135005,1.15361526303694
2021-09-22,132373,1.26440432419732
2021-09-23,135546,1.68694149769688
2021-09-24,133057,0.59343150964786
2021-09-27,103404,0.716988488052539
2021-09-28,117034,1.56585287366776
2021-09-29,116354,0.785755770616222
2021-09-30,122501,2.11739346393494
2021-10-01,120088,2.06413025536307
2021-10-04,87545,1.71724933501838
2021-10-05,104853,1.33000224731562
2021-10-06,107762,1.68828323701454
2021-10-07,111993,1.02837737558278
2021-10-08,107752,0.512791369359555
2021-10-11,75191,1.33797923457841
2021-10-12,91081,0.844724620180021
2021-10-13,96985,0.969816899222826
2021-10-14,96612,1.38512848716641
2021-10-15,90942,0.842266876115079
2021-10-18,70586,0.823863591951458
2021-10-19,81012,0.462615908379107
2021-10-20,76385,0.571306469933302
2021-10-21,87280,0.471790590394091
2021-10-22,80598,0.643843910558625
2021-10-25,94602,0.440203990960688
2021-10-26,102420,0.439182788859575
2021-10-27,83889,0.966264037957404
2021-10-28,81959,0.54921978302226
2021-10-29,87053,0.609596166669952
2021-11-01,120256,0.581358185632165
2021-11-02,73070,0.561754666376183
2021-11-03,79925,0.794563269098365
2021-11-04,88063,0.499324772318546
2021-11-05,89530,0.806155435563501
2021-11-08,128208,0.63418120364389
2021-11-09,83032,0.667915690866506
2021-11-10,90422,0.93111372656115
2021-11-11,71593,0.516891878288104
2021-11-12,123127,0.590103093241173
2021-11-15,143773,0.552347435087979
2021-11-16,96733,0.663989601161433
2021-11-17,106162,0.694332669156858
2021-11-18,113396,0.811488493810489
2021-11-19,113556,0.709153772590185
2021-11-22,154104,0.869891546587991
2021-11-23,101707,0.836399941668014
2021-11-24,105321,0.651295583094654
2021-11-26,82975,1.15461864624999
2021-11-29,102771,1.097649355805
2021-11-30,120244,1.81426801434063
2021-12-01,129738,2.86881130845016
2021-12-02,138489,1.98559182054713
