"Date","Daily cases","Percentage Difference"
2020-04-29,27205,2.16969568956682
2020-04-30,32425,1.12979507108451
2020-05-01,30225,2.16635147606927
2020-05-04,21179,2.06321828675564
2020-05-05,23207,1.45439410975645
2020-05-06,24303,1.28296423006255
2020-05-07,30615,0.926297554282857
2020-05-08,28046,1.18793404881608
2020-05-11,19299,2.063395168971
2020-05-12,24260,2.74932038611992
2020-05-13,17740,3.60670170162774
2020-05-14,34532,2.72461057677656
2020-05-15,27118,2.20877729404707
2020-05-18,24690,1.22541262301062
2020-05-19,20691,1.44860949704062
2020-05-20,24490,0.947959788160711
2020-05-21,25523,1.61199987300667
2020-05-22,26029,0.957255479240416
2020-05-26,16954,1.78450146148841
2020-05-27,20367,2.91331747376225
2020-05-28,24198,1.89050963962698
2020-05-29,23554,1.92051667175308
2020-06-01,17358,1.14492220752121
2020-06-02,20731,1.4582346912932
2020-06-03,21109,0.833830448871256
2020-06-04,20712,1.61574030190491
2020-06-05,24424,1.64190765755257
2020-06-08,18038,1.48692370868364
2020-06-09,18594,1.40171231507277
2020-06-10,22484,1.24002850647761
2020-06-11,22688,3.89238002695943
2020-06-12,28748,3.70154022882924
2020-06-15,20588,3.68567270991674
2020-06-16,24926,2.18394778163383
2020-06-17,25603,0.999852068193405
2020-06-18,28758,0.741149473458439
2020-06-19,33308,1.81634047205777
2020-06-22,28698,1.43181057146678
2020-06-23,37921,1.07610522708351
2020-06-24,37431,2.95579995149749
2020-06-25,47010,2.14594361631059
2020-06-26,46553,2.54787765313612
2020-06-29,38602,2.1875035743528
2020-06-30,46588,2.22484367443272
2020-07-01,59741,1.47343732370332
2020-07-02,55608,1.13439719282394
2020-07-06,51214,1.02867060854235
2020-07-07,56061,1.73563157679631
2020-07-08,65379,1.37842030928524
2020-07-09,62315,1.89130032118773
2020-07-10,68569,1.66440602088787
2020-07-13,56542,4.3103298879138
2020-07-14,65003,3.04995835556715
2020-07-15,72309,1.75151528419022
2020-07-16,70182,1.29792201784347
2020-07-17,77085,1.0633870331608
2020-07-20,59017,2.7807633770186
2020-07-21,63329,1.76329727003173
2020-07-22,72662,1.10299334338411
2020-07-23,74060,3.03037611632538
2020-07-24,73913,1.95231487209746
2020-07-27,53265,1.39957961575691
2020-07-28,59193,1.20229880551357
2020-07-29,65130,0.98811905556145
2020-07-30,67146,1.87901255210106
2020-07-31,68823,1.78451207434701
2020-08-03,45304,0.886166313837563
2020-08-04,51918,0.816797785950497
2020-08-05,56251,0.532134121059053
2020-08-06,55160,1.42887142908096
2020-08-07,62142,1.86579058036826
2020-08-10,44149,1.74310539934739
2020-08-11,59189,2.08448517197555
2020-08-12,55545,1.45624208813685
2020-08-13,52153,1.06043516457269
2020-08-14,56242,0.784193368284888
2020-08-17,41818,0.578006380922394
2020-08-18,41715,1.13537640634094
2020-08-19,47290,1.11945513459083
2020-08-20,47057,1.73051639428965
2020-08-21,47713,0.715672355373758
2020-08-24,36026,1.44571676134771
2020-08-25,40926,1.09787454525106
2020-08-26,47495,1.42013222593191
2020-08-27,47226,1.53773334328389
2020-08-28,46938,0.634008406381375
2020-08-31,39567,1.12567229092582
2020-09-01,38841,1.27157771740275
2020-09-02,42790,1.98977416690139
2020-09-03,45576,4.58415482418003
2020-09-04,51293,5.84913745185474
2020-09-08,28618,2.67926461181333
2020-09-09,35564,2.22858002550632
2020-09-10,39099,3.82881046742536
2020-09-11,44600,2.80326070020374
2020-09-14,34758,1.2310125693726
2020-09-15,37229,1.04127658638267
2020-09-16,44921,1.78531828880393
2020-09-17,45396,1.75235176947985
2020-09-18,48182,3.12457466269778
2020-09-21,41636,2.47157217076823
2020-09-22,50109,2.22985647641606
2020-09-23,42949,3.23634837508733
2020-09-24,46409,2.62038553072292
2020-09-25,50220,2.77642128624955
2020-09-28,39174,0.91825396410076
2020-09-29,38935,0.788524565276501
2020-09-30,46575,1.65446985129883
2020-10-01,47483,0.9174334197141
2020-10-02,51167,1.89581087660026
2020-10-05,41616,1.5351809618069
2020-10-06,41974,2.38008280748697
2020-10-07,54803,1.07964531359454
2020-10-08,55664,0.559730397897884
2020-10-09,59092,0.90702410468217
2020-10-12,49773,2.20881961481879
2020-10-13,50814,1.05306397854894
2020-10-14,58212,1.90722704587752
2020-10-15,63390,1.55864205137238
2020-10-16,69569,1.52402477866987
2020-10-19,62185,2.78521487610693
2020-10-20,58977,1.39939697492355
2020-10-21,70563,1.19281711245841
2020-10-22,75035,1.56627127573175
2020-10-23,83174,0.991913465610419
2020-10-26,70171,2.85127368799095
2020-10-27,75829,0.904188724126017
2020-10-28,85429,2.25519934156015
2020-10-29,91704,2.30703043029737
2020-10-30,98053,2.79914304177951
2020-11-02,87234,2.19276368452494
2020-11-03,99113,1.88201393958939
2020-11-04,115979,2.33415921984326
2020-11-05,123780,1.1821101445806
2020-11-06,134553,1.55053440685163
2020-11-09,125082,3.39818197300783
2020-11-10,148096,2.08969029747045
2020-11-11,154107,1.32013327961697
2020-11-12,163912,1.54348989229049
2020-11-13,178530,1.13956073949424
2020-11-16,152483,1.03424492914265
2020-11-17,167992,0.821503312377122
2020-11-18,172828,1.20063659672342
2020-11-19,190293,1.28116845504461
2020-11-20,195145,0.697494808454941
2020-11-23,160726,1.28695951834456
2020-11-24,175931,1.55921143054445
2020-11-25,195535,0.777431434115755
2020-11-27,164390,0.669597990897156
2020-11-30,153876,1.79212205516231
2020-12-01,192552,1.1500767140434
2020-12-02,211409,1.16131004664183
2020-12-03,218921,0.661633043198627
2020-12-04,225472,0.706825023824406
2020-12-07,186547,0.605523296764084
2020-12-08,226572,1.12848521723507
2020-12-09,222547,2.54125144593439
2020-12-10,208878,1.75944736308701
2020-12-11,248762,1.11026368451153
2020-12-14,197607,0.883178409520445
2020-12-15,200902,1.04311155548667
2020-12-16,241941,0.95780364114053
2020-12-17,248037,0.541210230763701
2020-12-18,237467,1.21739543955841
2020-12-21,183992,1.78861709545724
2020-12-22,199677,1.13769914070363
2020-12-23,228477,0.650375639837152
2020-12-24,202357,0.514899177797981
2020-12-28,178993,0.803153104046892
2020-12-29,210249,1.17362601289726
2020-12-30,238878,0.521046666755551
2020-12-31,231074,0.628533987026798
2021-01-04,174856,3.25841224466974
2021-01-05,245060,1.27574841764266
2021-01-06,259769,2.03163934214585
2021-01-07,271074,1.72253762869223
2021-01-08,294017,1.30723866888022
2021-01-11,204478,1.06175634451032
2021-01-12,218688,1.08266779504146
2021-01-13,229437,0.915947368117405
2021-01-14,224285,0.925202232162952
2021-01-15,239974,1.45705864397645
2021-01-19,150929,0.975137332687602
2021-01-20,189263,1.16617645066469
2021-01-21,189663,0.786833819174099
2021-01-22,190493,0.765641362818185
2021-01-25,133859,2.65927595897556
2021-01-26,147906,0.728780737820886
2021-01-27,160024,2.58505480267407
2021-01-28,156844,1.4249849601968
2021-01-29,164177,2.56167223233034
2021-02-01,128460,2.25109942325338
2021-02-02,122565,0.85947796168188
2021-02-03,110273,1.01423979121705
2021-02-04,125153,1.07113893150923
2021-02-05,125534,0.842986666953264
2021-02-08,82257,0.671330680252258
2021-02-09,91970,0.559772878996119
2021-02-10,99469,1.88627621776099
2021-02-11,99233,1.0155974185747
2021-02-12,97921,1.17212227641116
2021-02-16,57845,1.27558597508028
2021-02-17,64577,1.23949351426346
2021-02-18,68757,1.38745984373845
2021-02-19,73202,1.02759483809711
2021-02-22,56241,1.65713461721283
2021-02-23,71022,3.93598184128567
2021-02-24,72983,2.38544732672041
2021-02-25,72012,4.02321524177458
2021-02-26,73628,2.60322536775308
2021-03-01,50969,1.73543172009607
2021-03-02,55230,1.85008737160467
2021-03-03,65775,2.86297852957455
2021-03-04,65764,4.01792632514091
2021-03-05,64235,4.29516597450136
2021-03-08,42988,3.13879620331163
2021-03-09,53499,2.06690859754459
2021-03-10,62227,1.83691747715559
2021-03-11,60539,1.40397592672492
2021-03-12,62869,1.25339374360089
2021-03-15,43461,1.40538410044217
2021-03-16,52080,1.65542690706524
2021-03-17,62400,2.3992354001527
2021-03-18,62867,2.13347418747359
2021-03-19,62285,1.61966664516432
2021-03-22,48559,1.32308369153038
2021-03-23,58490,1.52378158703727
2021-03-24,67153,2.52583917909804
2021-03-25,66385,1.82148698643038
2021-03-26,76683,2.08104559288533
2021-03-29,57814,1.34231681898856
2021-03-30,62358,1.17838141199764
2021-03-31,71463,1.56678855941969
2021-04-01,74447,0.616560107048729
2021-04-05,56914,1.00954910855192
2021-04-06,63267,0.746273173585802
2021-04-07,77911,0.58014043836456
2021-04-08,75695,0.517815624879829
2021-04-09,78869,1.13590736546994
2021-04-12,62637,0.672788203905015
2021-04-13,72167,0.7813980614171
2021-04-14,72358,1.39627703083019
2021-04-15,74987,0.561821739091289
2021-04-16,70889,0.6094976245643
2021-04-19,35961,1.42889937933047
2021-04-20,58896,1.65783814499578
2021-04-21,64178,1.76793261273776
2021-04-22,61692,1.76219721174817
2021-04-23,64615,1.4750238180528
2021-04-26,39872,0.955011826323568
2021-04-27,50935,0.757626982463337
2021-04-28,55293,0.70256293990589
2021-04-29,56720,1.83757355066583
2021-04-30,55307,1.02139365642557
2021-05-03,33231,1.1503543892607
2021-05-04,43136,2.27248743980166
2021-05-05,45279,1.45838258714073
2021-05-06,43407,1.45034127384514
2021-05-07,44609,1.00198599323922
2021-05-10,24739,2.11290469632175
2021-05-11,33596,2.3794044098159
2021-05-12,35905,2.17617189621286
2021-05-13,41009,1.83301368596864
2021-05-14,35434,1.63205050344799
2021-05-17,19500,1.00335035914516
2021-05-18,28050,1.3844188185487
2021-05-19,27886,1.76199935827789
2021-05-20,27958,1.54394887165517
2021-05-21,28258,1.13235759800088
2021-05-24,16108,1.15803857113626
2021-05-25,23795,0.871636466967575
2021-05-26,23721,0.514553081963925
2021-05-27,22556,0.545085091951966
2021-05-28,24387,0.531474812929057
2021-06-01,8919,1.14410857613454
2021-06-02,16243,0.627325237907315
2021-06-03,18658,0.992912270084935
2021-06-04,18601,0.979769464130503
2021-06-07,9961,0.753203035340026
2021-06-08,14581,1.07673022247888
2021-06-09,19099,0.695449503291388
2021-06-10,16062,0.907731215082729
2021-06-11,14014,0.4475712789934
2021-06-14,8282,0.841454857146748
2021-06-15,12843,0.842281956308051
2021-06-16,13213,1.61207554236137
2021-06-17,13277,1.39939206158177
2021-06-18,12027,0.854208390990942
2021-06-21,8653,1.3570591813614
2021-06-22,13477,1.04801337517504
2021-06-23,13862,0.499653066993734
2021-06-24,15536,0.56184302273094
2021-06-25,15092,0.49695868597669
2021-06-28,10669,0.608457552080387
2021-06-29,15740,0.445334336769143
2021-06-30,11610,0.336150456426434
2021-07-01,18704,0.649912510552685
2021-07-02,16837,0.642165884792743
2021-07-06,20198,1.07609454867878
2021-07-07,22808,1.1899326721045
2021-07-08,28130,1.64566013889329
2021-07-09,27622,1.0794747209257
2021-07-12,29346,0.601012887041415
2021-07-13,34886,0.974001429040644
2021-07-14,38469,1.07124991928221
2021-07-15,40558,1.36464265401659
2021-07-16,42356,1.44439153919967
2021-07-19,45484,0.947200777424899
2021-07-20,51001,1.97398080805561
2021-07-21,61604,0.923316121803394
2021-07-22,72843,0.520743418072745
2021-07-23,68481,0.997061370681709
2021-07-26,71556,0.493422877601926
2021-07-27,86079,2.09668764104063
2021-07-28,89515,1.040941086932
2021-07-29,99306,0.489001907841124
2021-07-30,105002,0.769685386758081
2021-08-02,103632,0.711645257945074
2021-08-03,110589,1.21655810810205
2021-08-04,124086,0.529673740469895
2021-08-05,129141,0.81179175330693
2021-08-06,125958,0.684596063798836
2021-08-09,93966,0.546505246492506
2021-08-10,136593,0.945255851830355
2021-08-11,144609,1.01635551425241
2021-08-12,151611,0.84929091478749
2021-08-13,146598,0.360165481640543
2021-08-16,110340,1.25599078993932
2021-08-17,150835,1.13483173544069
2021-08-18,168267,1.23881004676145
2021-08-19,175048,1.2922788965733
2021-08-20,166983,1.02841178966567
2021-08-23,117477,1.25411186966552
2021-08-24,163794,0.462324104844751
2021-08-25,177895,0.318244118653447
2021-08-26,187154,0.800490381169234
2021-08-27,182858,1.18203273222411
2021-08-30,134662,0.807533922298181
2021-08-31,176982,0.500564039999379
2021-09-01,198869,0.504469270759484
2021-09-02,182275,0.617768836956606
2021-09-03,182907,0.599425683701395
2021-09-07,118422,0.391327306616672
2021-09-08,169998,1.00591787469971
2021-09-09,186769,0.700774811599333
2021-09-10,169369,1.5637167695408
2021-09-13,113769,1.22058487676992
2021-09-14,162147,1.14536962137612
2021-09-15,163080,1.25799807884202
2021-09-16,167305,1.04691923642087
2021-09-17,157554,1.11272990104201
2021-09-20,93698,2.122777889715
2021-09-21,135005,1.01924650769205
2021-09-22,132373,1.23235555870253
2021-09-23,135546,1.01892809469968
2021-09-24,133057,0.806215322394054
2021-09-27,103404,0.92540269999343
2021-09-28,117034,1.89293512139359
2021-09-29,116354,1.25435979385465
2021-09-30,122501,1.29354985053003
2021-10-01,120088,1.95508076489851
2021-10-04,87545,2.21780989746237
2021-10-05,104853,1.45006245176007
2021-10-06,107762,1.74133824265892
2021-10-07,111993,0.957275898570805
2021-10-08,107752,0.889868759310242
2021-10-11,75191,1.25817399040232
2021-10-12,91081,0.766428679612112
2021-10-13,96985,0.807953910785369
2021-10-14,96612,0.867271961185373
2021-10-15,90942,0.383293262285469
2021-10-18,70586,1.29537625135866
2021-10-19,81012,0.583810558993563
2021-10-20,76385,0.70903066203149
2021-10-21,87280,0.84515572921099
2021-10-22,80598,1.13847930250784
2021-10-25,94602,1.24548313426081
2021-10-26,102420,1.21488542955235
2021-10-27,83889,0.841167302445802
2021-10-28,81959,1.05384831211974
2021-10-29,87053,1.17317722821945
2021-11-01,120256,0.824788081180115
2021-11-02,73070,0.559344417978951
2021-11-03,79925,1.30498004264264
2021-11-04,88063,0.870798115981916
2021-11-05,89530,0.95517658807783
2021-11-08,128208,0.477630021130366
2021-11-09,83032,1.24580170919504
2021-11-10,90422,2.06017873276854
2021-11-11,71593,0.459326225377355
2021-11-12,123127,1.07150536305425
2021-11-15,143773,0.884258366085389
2021-11-16,96733,1.03480979448583
2021-11-17,106162,0.558986943126432
2021-11-18,113396,1.01727106240682
2021-11-19,113556,0.646515120444646
2021-11-22,154104,2.2529855768137
2021-11-23,101707,1.86936785780148
2021-11-24,105321,1.63613150821052
2021-11-26,82975,1.76640671980107
2021-11-29,102771,1.19767248570858
2021-11-30,120244,2.40930618906005
2021-12-01,129738,3.68883961257572
2021-12-02,138489,1.9246490760072
