"Date","Daily cases","Percentage Difference"
2020-01-22,0,0.532607569155624
2020-01-23,1,0.754591740524238
2020-01-24,1,1.561670882019
2020-01-27,0,0.749998074953604
2020-01-28,0,0.995870928276507
2020-01-29,0,0.657389693786782
2020-01-30,0,1.32062842429821
2020-01-31,1,2.08249640988701
2020-02-03,3,1.00797958210975
2020-02-04,0,0.798781941031007
2020-02-05,0,0.716548419639378
2020-02-06,0,0.406144544957991
2020-02-07,1,0.579271678417183
2020-02-10,0,1.03417825706932
2020-02-11,0,0.680999056232221
2020-02-12,1,0.348086781737738
2020-02-13,1,0.728473777760652
2020-02-14,0,0.43101659443532
2020-02-18,5,0.57646992401889
2020-02-19,3,0.433822823687496
2020-02-20,1,1.43027590684931
2020-02-21,5,0.966033358199261
2020-02-24,4,1.39501981632445
2020-02-25,4,4.02842708490423
2020-02-26,8,2.33712151315268
2020-02-27,5,3.94043256519922
2020-02-28,4,3.57248485098596
2020-03-02,36,4.82989985338337
2020-03-03,64,5.23739030155315
2020-03-04,67,3.13331765430996
2020-03-05,78,2.73587960946067
2020-03-06,121,2.86676620008254
2020-03-09,420,4.6249589162463
2020-03-10,493,5.29111079854503
2020-03-11,514,4.27919216602023
2020-03-12,748,7.08547592226171
2020-03-13,911,8.41555047370141
2020-03-16,2349,7.36419683166394
2020-03-17,3222,7.59565695381195
2020-03-18,4903,7.31080313217536
2020-03-19,6174,6.14989293361883
2020-03-20,7437,6.63147010573711
2020-03-23,10728,4.84664747951627
2020-03-24,11351,4.39160226526079
2020-03-25,14160,6.58331575934684
2020-03-26,18772,5.30545591146286
2020-03-27,20039,3.734085160818
2020-03-30,15831,3.34242468727545
2020-03-31,23297,2.69503927068185
2020-04-01,28347,3.02842518671131
2020-04-02,30045,3.1040226417666
2020-04-03,31838,3.12996434673698
2020-04-06,28584,3.8953273590762
2020-04-07,30225,3.66493306935374
2020-04-08,33682,3.5932559618735
2020-04-09,34988,2.01435961389948
2020-04-13,24932,2.22725728292054
2020-04-14,25186,1.65283412439565
2020-04-15,25379,1.45018711511984
2020-04-16,31820,1.51467555103997
2020-04-17,29778,1.69314022521496
2020-04-20,25811,1.70667960298169
2020-04-21,25455,2.12021826203054
2020-04-22,31434,1.40045250892051
2020-04-23,32997,1.79601217202562
2020-04-24,34130,1.80851082710529
2020-04-27,24218,1.21345989363499
2020-04-28,23487,2.09067670265278
2020-04-29,27205,1.45559415171587
2020-04-30,32425,1.32019548784383
2020-05-01,30225,1.66868750768798
2020-05-04,21179,1.64442609033177
2020-05-05,23207,1.20379466067777
2020-05-06,24303,1.51461291289408
2020-05-07,30615,0.880520559324382
2020-05-08,28046,1.00359209191367
2020-05-11,19299,1.3957648233747
2020-05-12,24260,2.62165522293355
2020-05-13,17740,2.85815619105427
2020-05-14,34532,3.06649772931112
2020-05-15,27118,1.69770442061393
2020-05-18,24690,1.84394631032226
2020-05-19,20691,1.42222282623468
2020-05-20,24490,0.898562838730548
2020-05-21,25523,1.34965447425837
2020-05-22,26029,0.786710467119953
2020-05-26,16954,1.11649298073674
2020-05-27,20367,2.21445221445221
2020-05-28,24198,1.48619434773402
2020-05-29,23554,1.67201849273618
2020-06-01,17358,1.00562546359202
2020-06-02,20731,0.959771455033755
2020-06-03,21109,1.02859784520951
2020-06-04,20712,1.23807747470785
2020-06-05,24424,1.50198570792212
2020-06-08,18038,1.15505519409314
2020-06-09,18594,0.922719153592211
2020-06-10,22484,1.30465466309433
2020-06-11,22688,4.05159545453062
2020-06-12,28748,3.42341125888993
2020-06-15,20588,3.77475841215334
2020-06-16,24926,2.48462559655574
2020-06-17,25603,1.06029741454491
2020-06-18,28758,0.852658159397821
2020-06-19,33308,2.32165984894144
2020-06-22,28698,1.3396104388329
2020-06-23,37921,0.884428893890825
2020-06-24,37431,2.69653855288801
2020-06-25,47010,2.03722918501012
2020-06-26,46553,2.2736396001553
2020-06-29,38602,1.78900923908465
2020-06-30,46588,2.06775401260526
2020-07-01,59741,0.875496218864423
2020-07-02,55608,1.31280870796922
2020-07-06,51214,0.861486806313789
2020-07-07,56061,1.30297072267145
2020-07-08,65379,1.11820402547108
2020-07-09,62315,2.03574628145909
2020-07-10,68569,1.60049596396671
2020-07-13,56542,2.69047339363328
2020-07-14,65003,2.31614841173654
2020-07-15,72309,1.16539111420336
2020-07-16,70182,0.679235641799779
2020-07-17,77085,0.865639515651858
2020-07-20,59017,1.34233993484477
2020-07-21,63329,0.904819266029737
2020-07-22,72662,0.802765284534683
